எண்,பால்,இயல்,அதிகாரம்,குறள்
355,1. அறத்துப்பால்,1.3 துறவறவியல்,1.3.12 மெய்யுணர்தல்,"எப்பொருள் எத்தன்மைத் தாயினும் அப்பொருள்
மெய்ப்பொருள் காண்பது அறிவு."
356,1. அறத்துப்பால்,1.3 துறவறவியல்,1.3.12 மெய்யுணர்தல்,"கற்றீண்டு மெய்ப்பொருள் கண்டார் தலைப்படுவர்
மற்றீண்டு வாரா நெறி."
357,1. அறத்துப்பால்,1.3 துறவறவியல்,1.3.12 மெய்யுணர்தல்,"ஓர்த்துள்ளம் உள்ளது உணரான் ஒருதலையாப்
பேர்த்துள்ள வேண்டா பிறப்பு."
358,1. அறத்துப்பால்,1.3 துறவறவியல்,1.3.12 மெய்யுணர்தல்,"பிறப்பென்னும் பேதைமை நீங்கச் சிறப்பென்னும்
செம்பொருள் காண்பது அறிவு."
359,1. அறத்துப்பால்,1.3 துறவறவியல்,1.3.12 மெய்யுணர்தல்,"சார்புணர்ந்து சார்பு கெடஒழுகின் மற்றழித்துச்
சார்தரா சார்தரு நோய்."
360,1. அறத்துப்பால்,1.3 துறவறவியல்,1.3.12 மெய்யுணர்தல்,"காமம் வெகுளி மயக்கம் இநவ்முன்றன்
நாமம் கெடக்கெடும் நோய்."
361,1. அறத்துப்பால்,1.3 துறவறவியல்,1.3.13 அவாவறுத்தல்,"அவாஎன்ப எல்லா உயிர்க்கும் எஞ் ஞான்றும்
தவாஅப் பிறப்பீனும் வித்து."
362,1. அறத்துப்பால்,1.3 துறவறவியல்,1.3.13 அவாவறுத்தல்,"வேண்டுங்கால் வேண்டும் பிறவாமை மற்றது
வேண்டாமை வேண்ட வரும்."
363,1. அறத்துப்பால்,1.3 துறவறவியல்,1.3.13 அவாவறுத்தல்,"வேண்டாமை அன்ன விழுச்செல்வம் ஈண்டில்லை
ஆண்டும் அஃதொப்பது இல்."
364,1. அறத்துப்பால்,1.3 துறவறவியல்,1.3.13 அவாவறுத்தல்,"தூஉய்மை என்பது அவாவின்மை மற்றது
வாஅய்மை வேண்ட வரும்."
365,1. அறத்துப்பால்,1.3 துறவறவியல்,1.3.13 அவாவறுத்தல்,"அற்றவர் என்பார் அவாஅற்றார் மற்றையார்
அற்றாக அற்றது இலர்."
366,1. அறத்துப்பால்,1.3 துறவறவியல்,1.3.13 அவாவறுத்தல்,"அஞ்சுவ தோரும் அறனே ஒருவனை
வஞ்சிப்ப தோரும் அவா."
367,1. அறத்துப்பால்,1.3 துறவறவியல்,1.3.13 அவாவறுத்தல்,"அவாவினை ஆற்ற அறுப்பின் தவாவினை
தான்வேண்டு மாற்றான் வரும்."
368,1. அறத்துப்பால்,1.3 துறவறவியல்,1.3.13 அவாவறுத்தல்,"அவாஇல்லார்க் கில்லாகுந் துன்பம் அஃதுண்டேல்
தவாஅது மேன்மேல் வரும்."
369,1. அறத்துப்பால்,1.3 துறவறவியல்,1.3.13 அவாவறுத்தல்,"இன்பம் இடையறா தீண்டும் அவாவென்னும்
துன்பத்துள் துன்பங் கெடின்."
